OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
11,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200003399,Cook_Inlet_75004200003399,75004200003399.000000000000000,75004200003399,75004200003399.000000000000000,69688.674619031866314,37866925.130074486136436,33205900.000000000000000,4660400.000000000000000,12.3075132,11,605.000000000000000,60500.000000000000000,0,8,8,4.661157024793382,1.665169283868235,2820.000000000000000,9,4,0,5,7,0,1372,684.042129809346534,343.230491459073846,0.000000076623287,71.203422546386719,17.597345455873160,14.199353773082093,11,605.000000000000000,60500.000000000000000,0.000000076623287,13.260077476501465,13.260077399878178,3.069023010603882,2.272299730823135,1856.758921415348823,3.008775711059570,6.075486564636231,37710400.000000000000000,155900.000000000000000,0.4117117,21237250.962038859724998,56.083906705094236,,,560.455222992748645,559.985527745532181,546.750312631365432,551.994421546049011,548.733749117621301,557.600302452667506,554.003027170509426,563.144423793296255,546.176413979443169,557.027270972737256,557.665972224059601,560.548097641447157,556.067996330379287,547.133309186468296,542.046190127462069,546.125877416777371,551.581203518394432,548.753466705088954,542.895526925958279,190202021103,22156,232-10-10330,CH,s,CH_s,1,1,0,232-10-10330,Cook_Inlet
12,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200000722,Cook_Inlet_75004200000722,75004200000722.000000000000000,75004200000722,75004200000722.000000000000000,44415.438798182076425,48072024.945143528282642,41438800.000000000000000,6632500.000000000000000,13.7972136,12,18.000000000000000,1800.000000000000000,1,3,2,2.111111111111111,0.458122847290851,38.000000000000000,3,2,1,2,3,1,1628,707.704751067686402,380.726795016798121,0.000000026304223,69.612220764160156,24.771945838461093,14.718703576057363,12,18.000000000000000,1800.000000000000000,0.000000050917109,3.368807554244995,3.368807503327886,1.716246126986546,1.215452232413997,30.892430285757833,2.164942920207977,3.021315622329713,47726700.000000000000000,344600.000000000000000,0.7168518,13278411.942441891878843,27.621910992088011,7418.062545485553528,0.015431142236988,545.746440834662167,538.273859058907988,525.830989170629778,530.420604419791744,528.932763047224284,530.716679873223370,533.377135058987392,548.359466895572609,528.624268514008577,538.792026226872167,531.729710336326775,549.991833949631769,538.067313787641638,522.149621412218266,528.830500528259336,532.011458102788197,533.042021042439842,535.983157245998882,527.556511442607302,190202020403,"20531,22118","233-30-10050,233-30-10050","CH,P","p,p","P_p, CH_p",2,0,0,233-30-10050,Cook_Inlet
13,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200000726,Cook_Inlet_75004200000726,75004200000726.000000000000000,75004200000726,75004200000726.000000000000000,55827.065197548115975,66517074.988003328442574,53793900.000000000000000,12721300.000000000000000,19.1254025,13,3060.000000000000000,306000.000000000000000,0,255,255,89.509477124182879,79.653741516862155,273899.000000000000000,253,5,245,75,202,0,1486,673.943642956796452,335.712828725623353,0.000000001735665,73.896179199218750,18.940423946265945,13.146867112402603,13,3060.000000000000000,306000.000000000000000,0.000000001735665,45.896961212158203,45.896961210422539,16.434854665047137,11.387355422825291,50290.655275044242444,14.580640792846680,32.575794601440428,66395600.000000000000000,119600.000000000000000,0.1798085,34812229.482437528669834,52.335779179580697,417919.457737144199200,0.628288988673236,568.514509811101675,566.251208260443832,554.148483988066346,560.297830474120360,555.476547687742027,563.603661571064549,563.486642071154051,568.935217937462653,565.432586031973983,560.208340538048674,562.182467934914484,570.910866558593398,564.322072010179909,550.397584089737620,552.015381468348323,557.684850871813182,559.100170362426411,556.912214497897367,553.793412652608708,190202020101,22261,226-50-16242,P,s,P_s,1,1,0,226-50-16242,Cook_Inlet
14,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200012986,Cook_Inlet_75004200012986,75004200012986.000000000000000,75004200012986,75004200012986.000000000000000,47961.449827498210652,43229850.528710417449474,38965900.000000000000000,4264000.000000000000000,9.8635435,14,8152.000000000000000,815200.000000000000000,1,172,171,48.019013738959764,36.524340985226736,391451.000000000000000,172,36,1,39,107,1,1424,831.433119206835727,320.331715833791350,0.000000077093183,68.064933776855469,18.530839338231395,13.613506608701012,14,8152.000000000000000,815200.000000000000000,0.000000077093183,48.666625976562500,48.666625899469317,8.301396947287362,9.226246945979913,67672.987914286568412,3.994858026504517,23.065082550048832,43110900.000000000000000,119000.000000000000000,0.2752724,26977745.824159838259220,62.405364566881850,,,567.018830253767760,563.297762238741257,553.097508258990160,556.635204750862499,554.783694685697583,559.234696791352690,560.819031301726682,564.799560294647335,553.314718985568106,567.045435445271892,562.274966743504820,568.717265283479605,559.304195309026909,549.907743132211749,551.573799225987045,561.038837543507611,558.338203987061206,558.827177690636972,552.787409197600937,190202021001,20506,232-22-10080,P,p,P_p,2,0,0,232-22-10080,Cook_Inlet
15,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200008847,Cook_Inlet_75004200008847,75004200008847.000000000000000,75004200008847,75004200008847.000000000000000,10914.299797471294369,3652100.034111672546715,2579800.000000000000000,1072700.000000000000000,29.3689251,15,28.000000000000000,2800.000000000000000,5,117,112,34.785714285714285,32.116258836182226,974.000000000000000,24,6,8,21,77,5,618,264.387926078030546,122.021387750087911,0.000000527592647,66.732666015625000,23.539512045268403,10.491993397746764,15,28.000000000000000,2800.000000000000000,2.852100610733032,38.482559204101562,35.630458593368530,21.596885178770343,10.500296066316004,604.712785005569572,21.460818290710449,34.583379364013673,3652500.000000000000000,0.000000000000000,0.0000000,,,6950.751198450147058,0.190322037554506,522.464384633908367,516.058255057797055,477.394749518303911,511.529955443160645,495.897398843930830,515.508098506744886,516.104979527945375,541.140504576106082,501.287542148361410,512.448880804997202,527.993196050100664,527.721820809255632,524.698157514451054,491.752769749516517,475.030226396918351,473.401734104047421,508.528420038537831,507.740606936415702,490.621266859344018,190202021303,19962,242-41-10390,P,s,P_s,1,1,0,242-41-10390,Cook_Inlet
16,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200010465,Cook_Inlet_75004200010465,75004200010465.000000000000000,75004200010465,75004200010465.000000000000000,20578.394735783593205,10441625.190407324582338,9048900.000000000000000,1391400.000000000000000,13.3272028,16,15.000000000000000,1500.000000000000000,1,5,4,3.133333333333333,1.543444920372030,47.000000000000000,3,4,5,4,5,1,681,209.032211718052622,167.423214088287295,0.000000022700892,67.576766967773438,24.889787084254568,13.742656730871520,16,15.000000000000000,1500.000000000000000,0.000000105335388,10.402491569519043,10.402491464183655,5.409952679344951,3.348502336742605,81.149290190174256,5.404153347015381,8.875007629394531,10378400.000000000000000,61900.000000000000000,0.5928949,,,460708.330589022487402,4.412228194249619,495.532470510669668,495.603583471602747,435.924727911382320,482.600362270230448,462.290037656440802,502.477778090518029,497.284127197102862,507.617981587535326,489.579424631744018,495.439366697971764,484.355376545516663,503.244941986697881,498.571311721241386,478.404508251707909,432.145555781897031,424.096116790667509,466.307458652250318,464.672884440401901,447.046553016115695,190202021404,"11497,11840,12025,12221","242-10-10200,242-10-10200,242-10-10200,242-10-10200","DV,P,S,CO","p,s,p,r","DV_p, S_p, P_s, CO_r",1,1,0,242-10-10200,Cook_Inlet
17,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200014411,Cook_Inlet_75004200014411,75004200014411.000000000000000,75004200014411,75004200014411.000000000000000,35702.429899267524888,25663574.966324415057898,21250400.000000000000000,4413700.000000000000000,17.1979542,17,806.000000000000000,80600.000000000000000,0,75,75,28.821339950372188,16.366092199633815,23230.000000000000000,73,23,70,25,55,0,974,319.379171683399647,212.168896825187829,0.000000002202793,72.326301574707031,23.094051516650190,13.778746288569067,17,806.000000000000000,80600.000000000000000,0.000000002202793,24.881118774414062,24.881118772211270,10.781189737012260,5.293370900070698,8689.638928031881733,10.202999591827393,18.700103759765625,25562800.000000000000000,101300.000000000000000,0.3947148,,,531724.990300409728661,2.071905379504360,498.493597898388145,504.343547288116781,447.938004256306215,484.334409456252502,461.141539418913794,498.231275869832302,493.854359838541370,506.071614526925430,485.958125411085121,502.067380593222708,485.933489824771755,504.107870987992214,502.513452093531214,466.525921520594011,446.866636996308387,455.192039343951819,486.358383779505459,472.750879805618013,461.532495738717159,190202021402,"10810,12382,12606,12691","242-32-10140,242-32-10140,242-32-10140,242-32-10140","DV,CH,P,DV","s,s,s,r","DV_r, P_s, DV_s, CH_s",1,2,0,242-32-10140,Cook_Inlet
18,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200012680,Cook_Inlet_75004200012680,75004200012680.000000000000000,75004200012680,75004200012680.000000000000000,38591.742896890682459,28307424.999640714377165,20715100.000000000000000,7590000.000000000000000,26.8149548,18,588.000000000000000,58800.000000000000000,2,11,9,5.085034013605439,2.114795747410337,2990.000000000000000,10,4,11,5,8,0,1456,454.792832387100702,354.661632961837427,0.000000022351431,70.441940307617188,25.632330096979654,16.141655538429553,18,588.000000000000000,58800.000000000000000,0.000000046517513,8.823198318481445,8.823198271963932,2.402566363003209,1.928696530268608,1412.709021445886947,2.443570137023926,5.166944169998175,26337600.000000000000000,1967500.000000000000000,6.9510441,3083385.596414472442120,10.892497627225392,19595.067374888458289,0.069222359063522,537.196785203809441,533.636409974754088,507.838403760304232,519.143730648947098,516.034579912922936,520.224121475055881,525.262896085564421,541.865332254596979,516.768692446482532,539.320560359394221,524.843187429333966,543.751233058716593,524.938547284580181,504.699776733619728,500.957136540955503,515.731130593266585,519.352273713277214,522.081730769229125,510.630615114234956,190202020404,"22252, 22404",233-30-10070,,,"P_p, CH_p",2,0,,233-30-10070,Cook_Inlet
19,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200000559,Cook_Inlet_75004200000559,75004200000559.000000000000000,75004200000559,75004200000559.000000000000000,12139.926254053676530,2790175.017764294520020,2593100.000000000000000,197100.000000000000000,7.0640097,19,151.000000000000000,15100.000000000000000,2,27,25,11.649006622516561,5.886564200452493,1759.000000000000000,25,9,15,10,21,2,746,356.842448569994417,161.191194184112106,0.000000625869347,63.194789886474609,26.393350591327010,12.039126385179916,19,151.000000000000000,15100.000000000000000,0.681219100952148,18.245599746704102,17.564380645751953,8.259625201983168,3.945624241654968,1247.203405499458313,7.682901382446289,13.936807632446289,2782800.000000000000000,7400.000000000000000,0.2652140,,,16984.202653788161115,0.608714598390936,537.495538257072894,524.740817901235687,501.007677469135785,526.863147902034029,499.059606481479761,521.105449022214088,530.359217771025556,553.618479938271662,528.328042528950732,523.074387696981375,518.825897095119558,547.927852667552770,533.665779320987554,499.098958333331893,498.245224985760103,496.210594266185637,518.780054012345090,512.042035314221494,501.691242283950146,190202020102,22294,226-50-16226,P,s,P_s,1,1,0,226-50-16226,Cook_Inlet
20,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200007843,Cook_Inlet_75004200007843,75004200007843.000000000000000,75004200007843,75004200007843.000000000000000,5650.834736587345105,1171575.010315885767341,1156400.000000000000000,15000.000000000000000,1.2805190,20,1845.000000000000000,184500.000000000000000,2,377,375,90.977777777777845,87.034261356113461,167854.000000000000000,324,8,60,64,235,2,721,271.579904387912563,168.924263112337911,0.000000102742909,69.476791381835938,30.762966728603949,12.088299058326340,20,1845.000000000000000,184500.000000000000000,0.000000102742909,68.547805786132812,68.547805683389896,24.899898895395030,16.128343085107819,45940.313462003832683,23.568248748779297,49.257984161376953,1163600.000000000000000,7800.000000000000000,0.6658699,,,,,519.868677905945219,505.078970718722474,499.000000000000000,521.000000000000000,497.816326530612400,517.315882874888302,529.000000000000000,541.342502218278810,527.684117125111698,544.000000000000000,522.868677905945219,536.000000000000000,,500.000000000000000,486.500443655723473,509.105590062111446,522.000000000000000,517.026076765307948,490.369121561668237,190202020704,21069,232-40-10254,P,s,P_s,1,1,0,232-40-10254,Cook_Inlet
21,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200009093,Cook_Inlet_75004200009093,75004200009093.000000000000000,75004200009093,75004200009093.000000000000000,29979.460428816135391,22003525.122784867882729,17291100.000000000000000,4713000.000000000000000,21.4187355,21,10469.000000000000000,1046900.000000000000000,3,654,651,178.180055401661548,140.178557719359958,1865367.000000000000000,628,9,436,156,356,3,962,325.159297585450872,220.171061503136599,0.000000082211884,66.114387512207031,24.380596507103384,12.352113410807355,21,10469.000000000000000,1046900.000000000000000,0.000000082211884,53.564132690429688,53.564132608217804,21.193511371282021,11.122817902934269,221874.870545951474924,21.309892654418945,36.114524841308601,21793600.000000000000000,210500.000000000000000,0.9566399,,,1421.988008468862972,0.006462546344433,512.640185238207550,515.600957104649638,466.545748292361225,497.967642393917970,478.543094241530866,506.709331082041388,503.766147126163446,512.302593607557242,489.623629232734743,508.245745111138717,498.675783149501228,514.691971041754073,514.117705336730637,477.978822128605600,477.036100188573869,480.620416195165546,498.061347657937574,489.304143318744821,476.424566330821563,190202021302,"18594,19050,19094,19905","242-42-10460,242-42-10460,242-42-10460,242-42-10460","S,P,CH,CO","p,s,s,s","S_p, P_s, CO_s, CH_s",1,3,0,242-42-10460,Cook_Inlet
22,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200008970,Cook_Inlet_75004200008970,75004200008970.000000000000000,75004200008970,75004200008970.000000000000000,26702.508108983420243,14768974.865385375916958,12123400.000000000000000,2643600.000000000000000,17.9020786,22,245.000000000000000,24500.000000000000000,1,151,150,47.546938775510171,43.663028315146796,11649.000000000000000,99,2,6,38,112,0,1340,431.190539716937451,233.956228673120449,0.000000000077060,79.697479248046875,26.242519536920085,14.219006956448339,22,245.000000000000000,24500.000000000000000,0.000000050754409,45.345169067382812,45.345169016628404,22.245163483177322,12.825386977682074,5450.065053378443736,26.094985961914062,36.441262054443357,14721900.000000000000000,45100.000000000000000,0.3054107,1855494.398262808565050,12.563461006434531,576103.923494530958124,3.900771236633142,550.824452154112578,555.572736507075660,527.464346177280163,530.154418636154219,531.126719429734521,539.370895390911301,545.124344822916896,559.763479379693990,547.487587187653730,547.279779237489265,542.572111019255203,554.072280421190612,540.571338546397783,514.468416062841357,512.220491636760812,524.156768470229508,531.677551296810520,535.785435498515085,518.717037769858848,190202020803,"20786,22071,22358","232-30-10273,232-30-10273,232-30-10273","P,CO,CH","s,s,s","P_s, CO_s, CH_s",1,3,0,232-30-10273,Cook_Inlet
23,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200005429,Cook_Inlet_75004200005429,75004200005429.000000000000000,75004200005429,75004200005429.000000000000000,46278.955182402445644,37976199.799426265060902,24255800.000000000000000,13720900.000000000000000,36.1297836,23,77.000000000000000,7700.000000000000000,156,184,28,162.935064935064929,6.997843197112082,12546.000000000000000,22,159,165,160,173,156,1662,972.585811826731288,313.265996880287616,0.000004134589744,64.990905761718750,22.634842620839525,12.902097522829960,23,77.000000000000000,7700.000000000000000,0.000004134589744,25.598644256591797,25.598640122002053,10.486395244758553,7.372879484148060,807.452433846408553,7.529495239257812,21.073768997192381,37968600.000000000000000,8100.000000000000000,0.0213289,16825303.529739186167717,44.304863621434230,,,560.448222199404654,555.176618821539023,552.748472089461188,546.649211226887701,548.758307067228998,550.590677968341652,552.034689691310632,564.244897529281161,545.839109243303824,552.906145083699357,553.329936513700773,562.223429102572254,551.406288592740566,543.278568174697966,547.656923850675526,552.562013023772124,549.618255403971716,549.926433839689707,548.571479354448797,190202020502,20580,231-30-10080-2119,,,CO_r,2,0,,231-30-10080-2119,Cook_Inlet
24,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200012771,Cook_Inlet_75004200012771,75004200012771.000000000000000,75004200012771,75004200012771.000000000000000,93608.384711565842736,127594800.459216907620430,95842000.000000000000000,31752200.000000000000000,24.8852997,24,9.000000000000000,900.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,0,0,0,0,1081,380.689432591764671,239.737139980021084,0.000000000586859,69.656425476074219,23.404323724589936,12.446819599069684,24,9.000000000000000,900.000000000000000,0.000000001008569,2.444700479507446,2.444700478498878,0.271633388562638,0.768295237990199,2.444700497063738,0.000000002354452,0.488940098614530,126383600.000000000000000,1210600.000000000000000,0.9487892,,,651213.793954006163403,0.510376435097881,516.200152612552188,516.096614465102789,475.168250705996741,497.177244176915110,486.937426492149484,508.034578889548072,505.443648512441086,518.641002056006300,489.992013577702721,517.035960931843988,502.223297220022175,518.924037714792348,514.486155950045145,482.441919825761772,474.915861664153226,481.296722734237676,498.529653231900284,487.959119746759825,482.255931866696244,190202021401,"20608, 20671, 20894, 21542, 21682, 22151",242-31-10120,,,"CH_s, CO_s, CO_r, DV_p, S_s, P_s",1,4,,242-31-10120,Cook_Inlet
25,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200012099,Cook_Inlet_75004200012099,75004200012099.000000000000000,75004200012099,75004200012099.000000000000000,131318.384497197897872,266149949.796987801790237,226592200.000000000000000,39564500.000000000000000,14.8651152,25,13439.000000000000000,1343900.000000000000000,0,43,43,20.096807798199293,10.425421591587803,270081.000000000000000,44,30,43,22,33,0,1862,902.555943923272480,460.476063872190650,0.000000000040886,75.052719116210938,17.739086172440906,15.347645709452074,25,13439.000000000000000,1343900.000000000000000,0.000000000040886,22.114625930786133,22.114625930745248,4.505389237106202,2.853000080147083,60547.925957470251888,4.042475700378418,8.368671035766601,264824300.000000000000000,1332400.000000000000000,0.5006074,148690759.927398800849915,55.867288361623288,5370414.553695906884968,2.017815354762350,562.119428489874281,557.970769531763949,550.846714441164522,551.063850796734414,550.626420424885509,553.173627053540827,554.345015786950171,561.376569725668787,550.666200184161085,556.694216785353206,552.923090898720602,561.856008136669175,554.903743903728014,545.206825506941072,548.125175145563730,552.891260764635945,551.436723474053338,552.547698425754106,549.210254396435175,190202020402,"21176,21964","233-30-10060,233-30-10060","CH,P","p,p","P_p, CH_p",2,0,0,233-30-10060,Cook_Inlet
26,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200001003,Cook_Inlet_75004200001003,75004200001003.000000000000000,75004200001003,75004200001003.000000000000000,27993.550967599527212,14935775.023023148998618,11560200.000000000000000,3375900.000000000000000,22.6022854,26,7632.000000000000000,763200.000000000000000,0,249,249,31.750786163522079,42.369710258512924,242322.000000000000000,248,11,113,17,86,0,746,208.854921967583664,197.230626224454909,0.000000001545156,75.207092285156250,23.065530332949937,16.992742560638966,26,7632.000000000000000,763200.000000000000000,0.000000001545156,64.903907775878906,64.903907774333746,10.231448474375043,12.865733179630276,78086.414756430327543,4.101158380508423,32.899994277954107,14603600.000000000000000,332500.000000000000000,2.2261500,,,2866430.940943297930062,19.191712090767044,518.164398611104275,523.103149082218465,490.019758947258083,515.442266825978891,498.015582891060376,519.203395267152359,513.754454379322056,537.706029526149450,513.407383944242156,517.622607204391443,517.104656664239428,539.510169858699214,517.911838528346038,492.565672036753369,497.680312422311488,489.895480975702469,506.776297953646917,507.485331597207335,497.637442563529873,190202020902,"20855,21082,21867,22338","232-23-10100,232-23-10100,232-23-10100,232-23-10100","S,K,CO,P","p,s,s,s","P_s, S_p, K_s, CO_s",1,3,0,232-23-10100,Cook_Inlet
27,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200000848,Cook_Inlet_75004200000848,75004200000848.000000000000000,75004200000848,75004200000848.000000000000000,21326.135979384471284,10283725.079309450462461,8885800.000000000000000,1396300.000000000000000,13.5799103,27,7006.000000000000000,700600.000000000000000,1,439,438,87.383528404225061,89.527121051791582,612209.000000000000000,409,4,306,59,231,1,1338,605.387459760169691,335.303727789720085,0.000000054040857,74.325660705566406,28.449704993969195,14.619128599078225,27,7006.000000000000000,700600.000000000000000,0.000000054040857,58.048313140869141,58.048313086828287,18.364156809909584,14.839854247912941,128659.282610226553516,13.069255352020264,41.104324340820312,10207800.000000000000000,74300.000000000000000,0.7226150,5778317.555555978789926,56.188954012216662,57997.093754779692972,0.563969702685539,562.283171792258486,564.286474920870660,547.368313629596855,546.669519518037191,544.020035693505747,555.574004870880117,556.648214970447384,567.096066811938954,556.516441692388412,558.713248996733228,553.389374771984421,563.637930525917000,557.364586517320504,536.676806121144864,534.887654187086241,543.868989045444323,544.265857482320712,549.045277512109124,537.661956832542160,190202020802,"21449,21919","232-30-10247,232-30-10247","P,CH","s,s","P_s, CH_s",1,2,0,232-30-10247,Cook_Inlet
28,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200011012,Cook_Inlet_75004200011012,75004200011012.000000000000000,75004200011012,75004200011012.000000000000000,130223.112208409889718,289799274.851205945014954,239279600.000000000000000,50524100.000000000000000,17.4339046,28,567.000000000000000,56700.000000000000000,0,227,227,49.176366843033506,58.291615669381706,27883.000000000000000,161,0,14,12,140,0,1640,697.391307288361645,412.920971464871684,0.000000000004113,74.844116210937500,19.100873734640675,15.088040966093875,28,567.000000000000000,56700.000000000000000,0.000000000398965,56.590900421142578,56.590900420743615,22.630535332850911,18.804694348167143,12831.513533726467358,24.973039627075195,46.581761932373048,287926200.000000000000000,1877500.000000000000000,0.6478523,156379915.211023628711700,53.961458423702084,14780715.578718068078160,5.100328696925502,565.119066938809965,561.467030345119952,552.078178884173781,555.129403710124961,551.938894550687564,559.409287098447862,558.186528657459576,565.305713301965284,554.276733676028698,562.045226760219521,558.286457408163187,565.193619923262759,558.026552573013873,546.280068403569885,548.788974512565233,549.798671861480557,553.691357647559471,555.244702699942991,549.173337819240373,190202020202,21899,226-50-16300,P,s,P_s,1,1,0,226-50-16300,Cook_Inlet
29,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75004200006975,Cook_Inlet_75004200006975,75004200006975.000000000000000,75004200006975,75004200006975.000000000000000,23390.316214650498296,19503724.988574687391520,15600900.000000000000000,3901800.000000000000000,20.0064602,29,474.000000000000000,47400.000000000000000,0,17,17,5.472573839662449,4.458468323185834,2594.000000000000000,18,0,16,5,12,0,955,348.840473370352186,202.503882426887856,0.000000000033762,67.810173034667969,23.378758714720458,13.186388419747912,29,474.000000000000000,47400.000000000000000,0.000000000659991,24.345170974731445,24.345170974071454,7.169993002102983,5.265473619447675,3398.576682996813815,5.763715982437134,14.591901588439942,19185200.000000000000000,317500.000000000000000,1.6279798,35119.955693158124632,0.180067939399943,803581.504166010185145,4.120143739909938,533.938249589141151,533.490527612594860,501.444561077099706,517.641796870382450,502.259946949603432,517.844949324838012,519.393948008460825,543.922276256291980,519.922835819126249,523.059551964656407,519.128536082973028,556.186091759612623,525.694733930888674,493.218801440646871,493.830916958846103,496.289604776268334,516.036462720155214,514.678707130212501,504.231381189229126,190202020203,"20808, 20946, 21328, 21462, 21569, 21662, 21736, 22023, 22198",226-50-16286,,,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",1,4,,226-50-16286,Cook_Inlet
