OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_wetland_area,wetland_area,wtd_wet_per,O1Region,wtd_glacier_area_sqm,wtd_glacier_per,FType,wtd_lake_area_sqm,wtd_lake_per
335,15390900.000000000000000,7950700.000000000000000,Bristol_Bay,34.0623627,4075715.0,Bristol_Bay_4075715,233416.000000000000000,23341600.000000000000000,16,122,106,55.595391918291291,20.465482741388772,12976854.000000000000000,107,64,122,55,85,66,233416.000000000000000,23341600.000000000000000,0.000000000000000,0.224204063415527,0.224204063415527,0.034143594823210,0.028137307905597,7969.661329254482553,0.030385673046112,0.073038034141064,19869100.000000000000000,3472500.000000000000000,14.8768721,,,,390,338147.383278203371447,1.448689821084259
336,25982200.000000000000000,12059000.000000000000000,Bristol_Bay,31.6998405,4076505.0,Bristol_Bay_4076505,380412.000000000000000,38041200.000000000000000,16,743,727,204.133039967194179,151.691311639166088,77654658.000000000000000,727,52,741,156,445,67,380412.000000000000000,38041200.000000000000000,0.000000000000000,0.800680756568909,0.800680756568909,0.151795320831982,0.120614588558902,57744.761588335990382,0.111873447895050,0.335311114788055,37002300.000000000000000,1038900.000000000000000,2.7309864,,,,390,9575.148906002343210,0.025170470190221
337,42872800.000000000000000,9607400.000000000000000,Bristol_Bay,18.3067131,4076575.0,Bristol_Bay_4076575,524802.000000000000000,52480200.000000000000000,30,140,110,100.444552421676335,17.193890484437105,52713502.000000000000000,111,107,140,103,120,68,524802.000000000000000,52480200.000000000000000,0.000000000000000,0.384346008300781,0.384346008300781,0.027956007059178,0.030900007359765,14671.368416670718943,0.022648144513369,0.064058601856232,52178100.000000000000000,302100.000000000000000,0.5756457,,,,390,389155.328106884728186,0.741527905966221
338,15674800.000000000000000,6681600.000000000000000,Bristol_Bay,29.8867435,4076675.0,Bristol_Bay_4076675,223564.000000000000000,22356400.000000000000000,16,671,655,111.485028895528345,116.030317812998163,24924039.000000000000000,655,45,671,63,276,69,223564.000000000000000,22356400.000000000000000,0.000000000000000,0.548143267631531,0.548143267631531,0.069209876440790,0.087376657534345,15472.836816608829395,0.032029312103987,0.202570334076881,18164800.000000000000000,4191600.000000000000000,18.7489929,,,,390,932886.657254084711894,4.172794623705448
339,22814100.000000000000000,7841300.000000000000000,Bristol_Bay,25.5788536,4078235.0,Bristol_Bay_4078235,306554.000000000000000,30655400.000000000000000,16,130,114,56.441400210077219,23.575140174909706,17302337.000000000000000,115,16,130,54,95,70,306554.000000000000000,30655400.000000000000000,0.000000000000000,0.275524467229843,0.275524467229843,0.033003722044124,0.028530173817905,10117.423007514351411,0.030385673046112,0.067944407463074,25863100.000000000000000,4792300.000000000000000,15.6328087,,,,390,1889009.328650960465893,6.162076921687404
340,59461500.000000000000000,20930800.000000000000000,Bristol_Bay,26.0358276,4080045.0,Bristol_Bay_4080045,803923.000000000000000,80392300.000000000000000,4,845,841,233.921161603783617,158.136048143997357,188054602.000000000000000,842,91,841,196,468,71,803923.000000000000000,80392300.000000000000000,0.000000000000000,1.089853882789612,1.089853882789612,0.187760573184491,0.130865945314150,150945.043276195297949,0.171886831521988,0.371590048074722,78477500.000000000000000,1914800.000000000000000,2.3818202,,,,390,82084.549564123997698,0.102104989612343
341,129277000.000000000000000,35007200.000000000000000,Bristol_Bay,21.3089275,4080875.0,Bristol_Bay_4080875,1642842.000000000000000,164284200.000000000000000,31,132,101,88.463879667063679,16.574275890112418,145332177.000000000000000,102,96,31,93,105,72,1642842.000000000000000,164284200.000000000000000,0.000000000000000,0.405135601758957,0.405135601758957,0.022004078580862,0.024301851899924,36149.224463939986890,0.022648144513369,0.051645703613758,161929600.000000000000000,2354600.000000000000000,1.4332480,,,,390,2704708.518176979850978,1.646359490551727
342,2074800.000000000000000,201700.000000000000000,Bristol_Bay,8.8600922,4082225.0,Bristol_Bay_4082225,22765.000000000000000,2276500.000000000000000,16,706,690,158.055567757522226,143.381632051314398,3598135.000000000000000,670,46,567,86,383,73,22765.000000000000000,2276500.000000000000000,0.000000000000000,0.525597929954529,0.525597929954529,0.133028565450411,0.108918853855629,3028.395292478605825,0.086538374423981,0.300629526376724,1938700.000000000000000,337800.000000000000000,14.8385677,,,,390,1244.823987821833498,0.054681484200388
343,54171800.000000000000000,19106600.000000000000000,Bristol_Bay,26.0739861,4084351.0,Bristol_Bay_4084351,732784.000000000000000,73278400.000000000000000,492,1167,675,650.888145756459039,132.999723881394885,476960419.000000000000000,673,501,492,608,855,74,732784.000000000000000,73278400.000000000000000,0.000000000000000,0.747620820999146,0.747620820999146,0.131575497570710,0.120474958553654,96416.419411854920327,0.087129086256027,0.334392070770264,73199800.000000000000000,78600.000000000000000,0.1072622,,,,390,2828045.750996148213744,3.859317003368180
344,65255800.000000000000000,15601700.000000000000000,Bristol_Bay,19.2953033,4084915.0,Bristol_Bay_4084915,808575.000000000000000,80857500.000000000000000,16,1109,1093,310.542082057940661,246.654725443446466,251096564.000000000000000,1091,16,1109,276,672,75,808575.000000000000000,80857500.000000000000000,0.000000000000000,1.887824296951294,1.887824296951294,0.276635700244162,0.190367305879028,223680.711324923147913,0.279406517744064,0.512555420398712,79752900.000000000000000,1104600.000000000000000,1.3661070,,,,390,8289419.750525439158082,10.251887271465774
345,1070766200.000000000000000,263552000.000000000000000,Bristol_Bay,19.7518101,4086795.0,Bristol_Bay_4086795,13343182.000000000000000,1334318200.000000000000000,26,706,680,115.019694852395048,77.340382913938370,1534728722.000000000000000,681,48,702,93,202,76,13343182.000000000000000,1334318200.000000000000000,0.000000000000000,0.740452706813812,0.740452706813812,0.029373926487964,0.039943325107612,391941.647183523688000,0.022648144513369,0.067944407463074,1198394100.000000000000000,135924100.000000000000000,10.1867828,,,,390,35918429.429939799010754,2.691893839860672
346,919876300.000000000000000,254932800.000000000000000,Bristol_Bay,21.6999340,4087015.0,Bristol_Bay_4087015,11748091.000000000000000,1174809100.000000000000000,16,1529,1513,223.418888651782396,215.245244159654504,2624745435.000000000000000,1496,24,1413,143,544,77,11748091.000000000000000,1174809100.000000000000000,0.000000000000000,2.528247833251953,2.528247833251953,0.146108294841971,0.173102318930747,1716493.543658310314640,0.070899873971939,0.394487798213959,1130304900.000000000000000,44504200.000000000000000,3.7882071, 1,2506407.846491417847574,0.213345967995261,390,159089426.758553713560104,13.541725779835526
347,8580700.000000000000000,1726200.000000000000000,Bristol_Bay,16.7480030,4087224.0,Bristol_Bay_4087224,103069.000000000000000,10306900.000000000000000,16,1030,1014,358.603003812974691,196.801845614171498,36960853.000000000000000,996,195,970,330,622,78,103069.000000000000000,10306900.000000000000000,0.000000000000000,1.255740165710449,1.255740165710449,0.276411202117155,0.195584869187845,28489.426191013080825,0.244766190648079,0.522760450839996,10282000.000000000000000,24900.000000000000000,0.2415857,,,,390,13681.032788833159429,0.132736640394621
348,1754415300.000000000000000,461774200.000000000000000,Bristol_Bay,20.8364048,4088675.0,Bristol_Bay_4088675,22161895.000000000000000,2216189500.000000000000000,4,1529,1525,196.377002372765418,215.476531840503128,4352086507.000000000000000,1519,16,1515,99,525,79,22161895.000000000000000,2216189500.000000000000000,0.000000000000000,2.774348258972168,2.774348258972168,0.140114187012342,0.171082640033097,3105195.900577881373465,0.059059116989374,0.393967390060425,2095493600.000000000000000,120695900.000000000000000,5.4461002, 1,3687435.176156579051167,0.166386275909916,390,381296368.492370486259460,17.205043543991636
349,15564900.000000000000000,4676600.000000000000000,Bristol_Bay,23.1040192,4089074.0,Bristol_Bay_4089074,202415.000000000000000,20241500.000000000000000,183,363,180,215.112689276981882,27.895920588560308,43542035.000000000000000,181,200,362,207,251,80,202415.000000000000000,20241500.000000000000000,0.000000000000000,0.246645003557205,0.246645003557205,0.022079701208071,0.024411732667799,4469.262720031609206,0.022648144513369,0.057295762002468,19890200.000000000000000,351300.000000000000000,1.7355434,,,,390,419483.967020721291192,2.072395657538825
350,9941300.000000000000000,946200.000000000000000,Bristol_Bay,8.6907005,4089384.0,Bristol_Bay_4089384,108875.000000000000000,10887500.000000000000000,16,1007,991,352.034149253729879,226.464153362189023,38327718.000000000000000,983,307,953,336,676,81,108875.000000000000000,10887500.000000000000000,0.000000000000000,1.259815692901611,1.259815692901611,0.239005041979057,0.182419423296318,26021.673945469850878,0.202570334076881,0.489942371845245,10315900.000000000000000,571600.000000000000000,5.2500572,,,,390,153697.646483486663783,1.411689060697926
351,10278300.000000000000000,698800.000000000000000,Bristol_Bay,6.3659801,4089394.0,Bristol_Bay_4089394,109771.000000000000000,10977100.000000000000000,16,1030,1014,398.177341920908134,246.261995386657389,43708325.000000000000000,1010,16,987,387,736,82,109771.000000000000000,10977100.000000000000000,0.000000000000000,1.664624571800232,1.664624571800232,0.292469567581750,0.195802807962073,32104.676903016330471,0.282146722078323,0.536797881126404,10861000.000000000000000,116100.000000000000000,1.0576564,,,,390,253607.594638122507604,2.310333281450679
352,13930000.000000000000000,1473600.000000000000000,Bristol_Bay,9.5665951,4089574.0,Bristol_Bay_4089574,154036.000000000000000,15403600.000000000000000,24,879,855,323.320535459243843,190.950762554602164,49803002.000000000000000,855,58,852,325,580,83,154036.000000000000000,15403600.000000000000000,0.000000000000000,1.185348272323608,1.185348272323608,0.219584469874295,0.146897875229659,33823.913401556907047,0.223746031522751,0.407408028841019,15071500.000000000000000,332100.000000000000000,2.1559894,,,,390,76260.679594183355221,0.495083484342513
353,24696300.000000000000000,11301700.000000000000000,Bristol_Bay,31.3953552,4091164.0,Bristol_Bay_4091164,359980.000000000000000,35998000.000000000000000,24,1031,1007,427.312886827043030,237.837151813737279,153824093.000000000000000,999,316,1005,422,765,84,359980.000000000000000,35998000.000000000000000,0.000000000000000,2.528247833251953,2.528247833251953,0.337514232747918,0.212119303566986,121498.373504595510894,0.317878603935242,0.617402911186218,35983100.000000000000000,14900.000000000000000,0.0413912,,,,390,13329.596596874605893,0.037028714364339
354,19065300.000000000000000,6567600.000000000000000,Bristol_Bay,25.6217594,4091424.0,Bristol_Bay_4091424,256329.000000000000000,25632900.000000000000000,233,726,493,336.099703896164499,74.212341899187464,86152101.000000000000000,493,276,712,310,444,85,256329.000000000000000,25632900.000000000000000,0.000000000000000,0.653008520603180,0.653008520603180,0.092511441384653,0.087955572521468,23713.365258686648303,0.061609592288733,0.230965420603752,25627500.000000000000000,5400.000000000000000,0.0210667,,,,390,871378.323375310166739,3.399452747739468
355,18102000.000000000000000,4058800.000000000000000,Bristol_Bay,18.3152237,4092244.0,Bristol_Bay_4092244,221608.000000000000000,22160800.000000000000000,266,817,551,445.269976715642599,103.404267255114121,98675389.000000000000000,551,297,812,440,579,86,221608.000000000000000,22160800.000000000000000,0.000000000000000,0.526377975940704,0.526377975940704,0.123832545241347,0.079687909807859,27442.282685844376829,0.107667930424213,0.239041179418564,22160800.000000000000000,0.000000000000000,0.0000000,,,,390,13852.520499660204223,0.062509117449100
356,32920000.000000000000000,8387300.000000000000000,Bristol_Bay,20.3046436,4093084.0,Bristol_Bay_4093084,413073.000000000000000,41307300.000000000000000,16,1109,1093,413.741309647445064,246.240727482004104,170905364.000000000000000,1091,34,1109,409,749,87,413073.000000000000000,41307300.000000000000000,0.000000000000000,1.887824296951294,1.887824296951294,0.340967698948716,0.182089839564272,140844.550307842990151,0.341675341129303,0.566185235977173,40416600.000000000000000,890700.000000000000000,2.1562774,,,,390,671.285663905086722,0.001625101771128
357,137196600.000000000000000,49351300.000000000000000,Bristol_Bay,26.4550285,4095301.0,Bristol_Bay_4095301,1865479.000000000000000,186547900.000000000000000,320,1154,834,579.746656488757935,154.530514210703700,1081505213.000000000000000,835,495,1132,545,809,88,1865479.000000000000000,186547900.000000000000000,0.000000000000000,0.975617647171021,0.975617647171021,0.130662273112240,0.099555161579793,243747.726583148236386,0.103291325271130,0.276453703641891,185557000.000000000000000,990900.000000000000000,0.5311772,,,,390,347997.694361539790407,0.186546026174264
358,29742000.000000000000000,5799100.000000000000000,Bristol_Bay,16.3166027,4095374.0,Bristol_Bay_4095374,355411.000000000000000,35541100.000000000000000,24,778,754,150.461136543326660,131.621867164217264,53475543.000000000000000,755,24,745,96,362,89,355411.000000000000000,35541100.000000000000000,0.000000000000000,0.715085029602051,0.715085029602051,0.075275357847214,0.084412508144650,26753.690207836069021,0.045296281576157,0.192708238959312,32929000.000000000000000,2612100.000000000000000,7.3495193,,,,390,1655652.870469596236944,4.658417636115923
359,25075900.000000000000000,5147200.000000000000000,Bristol_Bay,17.0306816,4096064.0,Bristol_Bay_4096064,302231.000000000000000,30223100.000000000000000,16,1058,1042,368.112801135556424,227.414492977964841,111255100.000000000000000,1037,99,1015,334,699,90,302231.000000000000000,30223100.000000000000000,0.000000000000000,1.495124340057373,1.495124340057373,0.321590874511836,0.190109672677921,97194.731594586686697,0.349687725305557,0.544010758399963,30159900.000000000000000,63200.000000000000000,0.2091116,,,,390,1241493.934341261861846,4.107765035159404
360,52103000.000000000000000,11235400.000000000000000,Bristol_Bay,17.7386856,4096454.0,Bristol_Bay_4096454,633384.000000000000000,63338400.000000000000000,16,1527,1511,492.014233071882586,301.544202499791368,311633943.000000000000000,1500,26,1479,463,906,91,633384.000000000000000,63338400.000000000000000,0.000000000000000,2.774348258972168,2.774348258972168,0.326567725309462,0.187708886249342,206842.772127408417873,0.323635309934616,0.555208742618561,62873500.000000000000000,464900.000000000000000,0.7339939, 1,1181027.329665160737932,1.864630823742249,390,56154.899287198350066,0.088658537770449
361,71856700.000000000000000,25168500.000000000000000,Bristol_Bay,25.9401684,4098114.0,Bristol_Bay_4098114,970252.000000000000000,97025200.000000000000000,24,559,535,115.228853947221239,66.053715491905976,111801026.000000000000000,536,110,556,105,168,92,970252.000000000000000,97025200.000000000000000,0.000000000000000,0.526670217514038,0.526670217514038,0.047725641981953,0.045341251348430,46305.899584274280642,0.032029312103987,0.103291325271130,92940800.000000000000000,4084400.000000000000000,4.2096281,,,,390,4398638.138549994677305,4.533500717906271
362,139830100.000000000000000,37928300.000000000000000,Bristol_Bay,21.3369942,4098704.0,Bristol_Bay_4098704,1777584.000000000000000,177758400.000000000000000,228,831,603,381.079277266226427,109.547403763714101,677400426.000000000000000,604,276,831,348,549,93,1777584.000000000000000,177758400.000000000000000,0.000000000000000,0.726115942001343,0.726115942001343,0.097163722816589,0.081003125141701,172716.679059204354417,0.081028416752815,0.213661193847656,177283200.000000000000000,475200.000000000000000,0.2673291,,,,390,3333048.823125612922013,1.875044342841527
363,207325800.000000000000000,89081000.000000000000000,Bristol_Bay,30.0536289,4099594.0,Bristol_Bay_4099594,2964068.000000000000000,296406800.000000000000000,54,706,652,152.598807112385089,72.763518639632224,452313241.000000000000000,653,60,706,145,228,94,2964068.000000000000000,296406800.000000000000000,0.000000000000000,0.631934762001038,0.631934762001038,0.025260059838806,0.036863695219474,74872.535046291493927,0.022648144513369,0.051645703613758,290366800.000000000000000,6040000.000000000000000,2.0377400,,,,390,1624157.250901131192222,0.547948714705982
364,215473000.000000000000000,57805200.000000000000000,Bristol_Bay,21.1525097,4099694.0,Bristol_Bay_4099694,2732782.000000000000000,273278200.000000000000000,177,831,654,339.082964173506809,122.160864264866817,926639821.000000000000000,655,216,831,304,526,95,2732782.000000000000000,273278200.000000000000000,0.000000000000000,0.726115942001343,0.726115942001343,0.074309502645761,0.075945937129936,203071.671259287366411,0.051645703613758,0.182594567537308,271317900.000000000000000,1960300.000000000000000,0.7173276,,,,390,5001951.378603877499700,1.830351406955943
365,3103571300.000000000000000,825871700.000000000000000,Bristol_Bay,21.0175266,4101123.0,Bristol_Bay_4101123,39294430.000000000000000,3929443000.000000000000000,85,1581,1496,364.317597634075469,255.154706326839147,14315652338.000000000000000,1496,93,85,279,755,96,39294430.000000000000000,3929443000.000000000000000,0.000000000000000,3.249042034149170,3.249042034149170,0.149795639985250,0.175325637940510,5886134.289705601520836,0.073736980557442,0.404375284910202,3899997900.000000000000000,29445100.000000000000000,0.7493454, 1,27206915.509201589971781,0.692386058512659,390,540193056.161321401596069,13.747318797125226
366,16185100.000000000000000,3395100.000000000000000,Bristol_Bay,17.3394547,4101274.0,Bristol_Bay_4101274,195802.000000000000000,19580200.000000000000000,38,1011,973,370.282744813641330,229.209950461573726,72502102.000000000000000,964,38,971,337,696,97,195802.000000000000000,19580200.000000000000000,0.000000000000000,2.328923463821411,2.328923463821411,0.287300279632891,0.215886651594463,56253.969352679290751,0.270261645317078,0.540226519107819,19580200.000000000000000,0.000000000000000,0.0000000,,,,390,884133.952582814614289,4.515449038226446
367,104476900.000000000000000,20813200.000000000000000,Bristol_Bay,16.6120071,4102124.0,Bristol_Bay_4102124,1252901.000000000000000,125290100.000000000000000,37,805,768,237.832665948864673,118.978024811370560,297980785.000000000000000,769,148,793,209,413,98,1252901.000000000000000,125290100.000000000000000,0.000000000000000,0.792634546756744,0.792634546756744,0.074827371848460,0.070924081989020,93751.289016307084239,0.054543942213058,0.171886831521988,123597200.000000000000000,1692900.000000000000000,1.3511841,,,,390,8811509.027290716767311,7.032885301624563
368,344955800.000000000000000,75154800.000000000000000,Bristol_Bay,17.8892899,4104574.0,Bristol_Bay_4104574,4201106.000000000000000,420110600.000000000000000,136,746,610,225.367388968523386,75.057594429662885,946792290.000000000000000,611,163,136,201,323,99,4201106.000000000000000,420110600.000000000000000,0.000000000000000,0.510951936244965,0.510951936244965,0.036531313159629,0.049079760860229,153471.918902798293857,0.022648144513369,0.095552541315556,400578600.000000000000000,19532000.000000000000000,4.6492519,,,,390,11076023.324392881244421,2.636454144311732
369,539982100.000000000000000,152809100.000000000000000,Bristol_Bay,22.0570202,4105204.0,Bristol_Bay_4105204,6927912.000000000000000,692791200.000000000000000,75,746,671,220.002009696428388,89.000817207483422,1524154563.000000000000000,672,172,727,197,338,100,6927912.000000000000000,692791200.000000000000000,0.000000000000000,0.639357507228851,0.639357507228851,0.038836493016879,0.050486947622400,269055.806009553489275,0.028647888451815,0.099754631519318,672664800.000000000000000,20126400.000000000000000,2.9051178,,,,390,12083713.536205451935530,1.744207134300414
370,79192900.000000000000000,28836900.000000000000000,Bristol_Bay,26.6934681,4105574.0,Bristol_Bay_4105574,1080298.000000000000000,108029800.000000000000000,38,1529,1491,470.304747393779280,300.981465084955289,508069278.000000000000000,1474,48,1413,442,907,101,1080298.000000000000000,108029800.000000000000000,0.000000000000000,2.197658777236938,2.197658777236938,0.309054627404119,0.207846692836055,333871.095875414845068,0.290035307407379,0.567542314529419,108029800.000000000000000,0.000000000000000,0.0000000, 1,2295210.645604487508535,2.124608807573917,390,162639.928982769692084,0.150550985915710
371,211305500.000000000000000,57256600.000000000000000,Bristol_Bay,21.3196869,4105844.0,Bristol_Bay_4105844,2685621.000000000000000,268562100.000000000000000,189,931,742,389.835196031005182,109.661001712224618,1046949589.000000000000000,743,333,919,371,539,102,2685621.000000000000000,268562100.000000000000000,0.000000000000000,1.171470642089844,1.171470642089844,0.058023898328407,0.053303400870944,155830.199852634716081,0.050642780959606,0.118118107318878,267557100.000000000000000,1005000.000000000000000,0.3742151,,,,390,4368098.323003025725484,1.626476082441650
372,135323800.000000000000000,40117600.000000000000000,Bristol_Bay,22.8666668,4106904.0,Bristol_Bay_4106904,1754414.000000000000000,175441400.000000000000000,51,183,132,98.548813449960775,22.790750064001543,172895418.000000000000000,133,88,51,96,130,103,1754414.000000000000000,175441400.000000000000000,0.000000000000000,0.273656517267227,0.273656517267227,0.015005090831223,0.016445232607273,26325.141425569690909,0.010128558613360,0.032029312103987,172727600.000000000000000,2713800.000000000000000,1.5468413,,,,390,5463136.140344095416367,3.113937839269463
373,7179786100.000000000000000,2220520400.000000000000000,Bristol_Bay,23.6217880,4107464.0,Bristol_Bay_4107464,94003065.000000000000000,9400306500.000000000000000,68,2492,2424,430.302375055532821,312.733868869011076,40449742132.000000000000000,2425,267,2487,345,815,104,94003065.000000000000000,9400306500.000000000000000,0.000000000000000,3.636210918426514,3.636210918426514,0.075356446124947,0.106098291401432,7083736.903252432122827,0.032029312103987,0.206581979990005,9127802100.000000000000000,272504400.000000000000000,2.8988883, 1,56038801.499095745384693,0.596138024851591,390,198165320.501289516687393,2.108072970825893
374,696134800.000000000000000,210333500.000000000000000,Bristol_Bay,23.2036247,4115672.0,Bristol_Bay_4115672,9064683.000000000000000,906468300.000000000000000,162,1581,1419,521.428319556234669,278.666166361908836,4726582424.000000000000000,1420,186,1580,473,926,105,9064683.000000000000000,906468300.000000000000000,0.000000000000000,3.249042034149170,3.249042034149170,0.215041477828168,0.192368992648734,1949282.828363867010921,0.176887109875679,0.459250777959824,906394000.000000000000000,74300.000000000000000,0.0081966, 1,16692986.783650260418653,1.841541153027664,390,114476606.630768999457359,12.628859346848534
375,123561700.000000000000000,38783300.000000000000000,Bristol_Bay,23.8894329,5008707.0,Bristol_Bay_5008707,1623450.000000000000000,162345000.000000000000000,2,509,507,74.016925682960292,50.727877045790535,120162778.000000000000000,508,68,482,66,114,106,1623450.000000000000000,162345000.000000000000000,0.000000000000000,0.629250884056091,0.629250884056091,0.039351417852130,0.051011357443294,63885.059312040197256,0.028647888451815,0.073736980557442,159890400.000000000000000,2454600.000000000000000,1.5119653,,,,390,1654935.051779962610453,1.019393915291486
376,277114000.000000000000000,68159500.000000000000000,Bristol_Bay,19.7407265,5020796.0,Bristol_Bay_5020796,3452735.000000000000000,345273500.000000000000000,12,754,742,148.158226449469112,104.763802622931564,511551094.000000000000000,739,31,691,121,300,107,3452735.000000000000000,345273500.000000000000000,0.000000000000000,0.815592646598816,0.815592646598816,0.096105516531204,0.093815710043017,331826.880620366253424,0.061609592288733,0.244766190648079,341051300.000000000000000,4222200.000000000000000,1.2228566,,,,390,2308834.249050535261631,0.668697206432157
377,313480200.000000000000000,80558200.000000000000000,Bristol_Bay,20.4442520,5021476.0,Bristol_Bay_5021476,3940384.000000000000000,394038400.000000000000000,9,646,637,122.169152549599133,93.605045009866714,481393374.000000000000000,638,30,646,93,252,108,3940384.000000000000000,394038400.000000000000000,0.000000000000000,0.660272002220154,0.660272002220154,0.070871528537916,0.082463580393903,279261.037106347503141,0.036519031971693,0.199765592813492,381679000.000000000000000,12359400.000000000000000,3.1365979,,,,390,4966706.775525320321321,1.260462628902493
378,62133600.000000000000000,11488500.000000000000000,Bristol_Bay,15.6046896,5030363.0,Bristol_Bay_5030363,736221.000000000000000,73622100.000000000000000,95,848,753,245.014463048459362,132.114881777116892,180384793.000000000000000,749,95,830,210,439,109,736221.000000000000000,73622100.000000000000000,0.000000000000000,2.050825834274292,2.050825834274292,0.194952423335311,0.152180229782156,143528.068060345656704,0.179477930068970,0.399012476205826,73601400.000000000000000,20700.000000000000000,0.0281166,,,,390,4540748.834632605314255,6.167643730119903
379,29981700.000000000000000,14474900.000000000000000,Bristol_Bay,32.5596199,5030704.0,Bristol_Bay_5030704,444566.000000000000000,44456600.000000000000000,56,733,677,183.753699113292015,116.744228479445312,81690647.000000000000000,677,58,718,161,346,110,444566.000000000000000,44456600.000000000000000,0.000000000000000,0.782411217689514,0.782411217689514,0.100560062817873,0.104975340265101,44705.584886690376152,0.057295762002468,0.269691675901413,44445100.000000000000000,11500.000000000000000,0.0258679,,,,390,1015804.098514871788211,2.284934292129564
380,56972100.000000000000000,17861700.000000000000000,Bristol_Bay,23.8684921,5032474.0,Bristol_Bay_5032474,748338.000000000000000,74833800.000000000000000,66,752,686,202.508156742007458,147.855437585388870,151544549.000000000000000,677,68,737,139,433,111,748338.000000000000000,74833800.000000000000000,0.000000000000000,1.042683839797974,1.042683839797974,0.119998313167685,0.127321867871832,89799.297679279115982,0.064854390919209,0.321727842092514,74746500.000000000000000,87300.000000000000000,0.1166585,,,,390,7106548.379319027997553,9.496441954463128
381,183234300.000000000000000,64703400.000000000000000,Bristol_Bay,26.0966358,5033094.0,Bristol_Bay_5033094,2479377.000000000000000,247937700.000000000000000,18,758,740,176.099718598663998,137.848110674336937,436617592.000000000000000,741,68,756,110,392,112,2479377.000000000000000,247937700.000000000000000,0.000000000000000,1.278475642204285,1.278475642204285,0.098677963837375,0.118394837123012,244659.873945219966117,0.040514227002859,0.292149782180786,246493200.000000000000000,1444500.000000000000000,0.5826060,,,,390,9847561.832156823948026,3.971788813140085
382,1037575300.000000000000000,294462000.000000000000000,Bristol_Bay,22.1061382,5034893.0,Bristol_Bay_5034893,13320373.000000000000000,1332037300.000000000000000,69,1517,1448,491.449808725329092,275.843093095669303,6546294763.000000000000000,1447,70,1489,470,873,113,13320373.000000000000000,1332037300.000000000000000,0.000000000000000,3.612137794494629,3.612137794494629,0.235488146997282,0.191110486896273,3136789.955082632135600,0.208804666996002,0.476462066173553,1331648000.000000000000000,389300.000000000000000,0.0292259, 1,5853387.988107107579708,0.439431237256427,390,59204359.049239464104176,4.444647236923430
383,354648600.000000000000000,98174200.000000000000000,Bristol_Bay,21.6804905,5038375.0,Bristol_Bay_5038375,4528228.000000000000000,452822800.000000000000000,18,813,795,208.487985145622730,147.077827005922984,944081132.000000000000000,796,63,813,164,430,114,4528228.000000000000000,452822800.000000000000000,0.000000000000000,1.777244329452515,1.777244329452515,0.146517123070822,0.136150250633522,663462.939168741693720,0.103291325271130,0.351589351892471,447551100.000000000000000,5271700.000000000000000,1.1641861,,,,390,6116623.525394007563591,1.350776402026136
384,59374100.000000000000000,21577800.000000000000000,Kodiak,26.6550884,48267,Kodiak_48267,809610.000000000000000,80961000.000000000000000,-15,709,724,168.460939217658279,143.999079720466455,136387661.000000000000000,708,19,-15,124,389,1,809519.000000000000000,80951900.000000000000000,0.000000000000000,7.645029067993164,7.645029067993164,0.145329288051469,0.155129171990413,117646.819934137092787,0.096087850630283,0.349247425794601,77265700.000000000000000,3721000.000000000000000,4.5945816,,,,390,13903654.690677205100656,17.167824705386447
385,221868200.000000000000000,72658500.000000000000000,Kodiak,24.6695805,49617,Kodiak_49617,2945358.000000000000000,294535800.000000000000000,12,1108,1096,367.976505063220543,202.763316448765465,1083822543.000000000000000,1096,126,1090,335,660,2,2945267.000000000000000,294526700.000000000000000,0.000000000000000,2.167895793914795,2.167895793914795,0.168089493721351,0.139588122790283,495068.438904201902915,0.137763023376465,0.366027176380157,270940400.000000000000000,23621100.000000000000000,8.0190725,,,,390,18815463.741340499371290,6.387618117554568
386,36995200.000000000000000,12470800.000000000000000,Kodiak,25.2108517,50197,Kodiak_50197,494751.000000000000000,49475100.000000000000000,13,800,787,216.734706953596287,169.225715346339797,107229713.000000000000000,787,33,797,168,469,3,494660.000000000000000,49466000.000000000000000,0.000000000000000,1.327646851539612,1.327646851539612,0.186422276999981,0.140918836155837,92215.643540810706327,0.164880529046059,0.385678201913834,48019400.000000000000000,1481400.000000000000000,2.9926789,,,,390,5285341.131053566001356,10.677284268241252
387,46729200.000000000000000,17231700.000000000000000,Kodiak,26.9409904,64593,Kodiak_64593,640989.000000000000000,64098900.000000000000000,-18,695,713,158.482941204918745,126.713198347353824,101585822.000000000000000,694,26,-18,112,358,4,639609.000000000000000,63960900.000000000000000,0.000000000000000,1.203834414482117,1.203834414482117,0.171382103424461,0.128044595660111,109617.535789216126432,0.142160803079605,0.352318018674850,64991900.000000000000000,1004300.000000000000000,1.5217543,,,,390,6437073.985652931034565,9.753703979400225
